Linux 4.4.0-111-generic (ath-1) 	02/22/2018 	_x86_64_	(40 CPU)

10:03:26 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:04:12 PM   30    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:12 PM   31    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:12 PM   32    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:12 PM   33    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:12 PM   34    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:12 PM   35    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:12 PM   36    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
10:04:12 PM   37    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
10:04:12 PM   38    1.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   93.00
10:04:12 PM   39    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00

10:04:12 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:04:13 PM  all    0.30    0.00    4.54    0.00    0.00    0.03    0.00    0.00    0.00   95.13
10:04:13 PM    0    1.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.98
10:04:13 PM    1    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
10:04:13 PM    2    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:13 PM    3    0.00    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   96.97
10:04:13 PM    4    1.01    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:13 PM    5    1.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:13 PM    6    0.00    0.00    3.09    0.00    0.00    0.00    0.00    0.00    0.00   96.91
10:04:13 PM    7    0.00    0.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00   99.00
10:04:13 PM    8    0.00    0.00    5.15    0.00    0.00    0.00    0.00    0.00    0.00   94.85
10:04:13 PM    9    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
10:04:13 PM   10    0.00    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   95.92
10:04:13 PM   11    0.00    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   95.92
10:04:13 PM   12    0.00    0.00    5.10    0.00    0.00    0.00    0.00    0.00    0.00   94.90
10:04:13 PM   13    1.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:13 PM   14    0.00    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   95.92
10:04:13 PM   15    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
10:04:13 PM   16    0.00    0.00    4.12    0.00    0.00    0.00    0.00    0.00    0.00   95.88
10:04:13 PM   17    0.00    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   96.97
10:04:13 PM   18    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
10:04:13 PM   19    0.00    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   95.92
10:04:13 PM   20    0.00    0.00    5.10    0.00    0.00    0.00    0.00    0.00    0.00   94.90
10:04:13 PM   21    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:13 PM   22    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:13 PM   23    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:13 PM   24    0.00    0.00    5.10    0.00    0.00    0.00    0.00    0.00    0.00   94.90
10:04:13 PM   25    0.99    0.00    4.95    0.00    0.00    0.00    0.00    0.00    0.00   94.06
10:04:13 PM   26    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:13 PM   27    0.99    0.00    5.94    0.00    0.00    0.00    0.00    0.00    0.00   93.07
10:04:13 PM   28    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:13 PM   29    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:13 PM   30    0.99    0.00    5.94    0.00    0.00    0.00    0.00    0.00    0.00   93.07
10:04:13 PM   31    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:13 PM   32    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:13 PM   33    0.99    0.00    3.96    0.00    0.00    0.00    0.00    0.00    0.00   95.05
10:04:13 PM   34    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:13 PM   35    0.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00   93.00
10:04:13 PM   36    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:13 PM   37    1.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   93.00
10:04:13 PM   38    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:13 PM   39    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96

10:04:13 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:04:14 PM  all    0.15    0.00    4.97    0.00    0.00    0.03    0.00    0.00    0.00   94.85
10:04:14 PM    0    0.00    0.00    1.00    0.00    0.00    1.00    0.00    0.00    0.00   98.00
10:04:14 PM    1    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:14 PM    2    0.00    0.00    6.12    0.00    0.00    0.00    0.00    0.00    0.00   93.88
10:04:14 PM    3    1.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:14 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:04:14 PM    5    0.00    0.00    6.93    0.00    0.00    0.00    0.00    0.00    0.00   93.07
10:04:14 PM    6    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:14 PM    7    0.00    0.00    5.10    0.00    0.00    0.00    0.00    0.00    0.00   94.90
10:04:14 PM    8    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:14 PM    9    0.00    0.00    5.10    0.00    0.00    0.00    0.00    0.00    0.00   94.90
10:04:14 PM   10    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:14 PM   11    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:14 PM   12    0.00    0.00    5.10    0.00    0.00    0.00    0.00    0.00    0.00   94.90
10:04:14 PM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:04:14 PM   14    0.00    0.00    6.12    0.00    0.00    0.00    0.00    0.00    0.00   93.88
10:04:14 PM   15    1.01    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:14 PM   16    0.00    0.00    6.12    0.00    0.00    0.00    0.00    0.00    0.00   93.88
10:04:14 PM   17    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:14 PM   18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:04:14 PM   19    2.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   93.00
10:04:14 PM   20    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:14 PM   21    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
10:04:14 PM   22    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:14 PM   23    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:14 PM   24    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:14 PM   25    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:14 PM   26    0.00    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   92.93
10:04:14 PM   27    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:14 PM   28    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
10:04:14 PM   29    0.99    0.00    5.94    0.00    0.00    0.00    0.00    0.00    0.00   93.07
10:04:14 PM   30    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:14 PM   31    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
10:04:14 PM   32    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
10:04:14 PM   33    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:14 PM   34    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:14 PM   35    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
10:04:14 PM   36    1.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:14 PM   37    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:14 PM   38    0.00    0.00    6.12    0.00    0.00    0.00    0.00    0.00    0.00   93.88
10:04:14 PM   39    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00

10:04:14 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:04:15 PM  all    0.38    0.00    4.64    0.00    0.00    0.00    0.00    0.00    0.00   94.98
10:04:15 PM    0    1.02    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   94.90
10:04:15 PM    1    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
10:04:15 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:04:15 PM    3    1.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
10:04:15 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:04:15 PM    5    1.01    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   95.96
10:04:15 PM    6    1.01    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:15 PM    7    1.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
10:04:15 PM    8    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:15 PM    9    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
10:04:15 PM   10    0.00    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   95.92
10:04:15 PM   11    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:15 PM   12    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
10:04:15 PM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:04:15 PM   14    0.00    0.00    5.10    0.00    0.00    0.00    0.00    0.00    0.00   94.90
10:04:15 PM   15    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:04:15 PM   16    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:15 PM   17    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:15 PM   18    1.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:15 PM   19    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:15 PM   20    0.99    0.00    5.94    0.00    0.00    0.00    0.00    0.00    0.00   93.07
10:04:15 PM   21    1.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   93.00
10:04:15 PM   22    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:15 PM   23    1.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   93.00
10:04:15 PM   24    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:15 PM   25    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:15 PM   26    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:04:15 PM   27    0.00    0.00    5.94    0.00    0.00    0.00    0.00    0.00    0.00   94.06
10:04:15 PM   28    0.00    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   92.93
10:04:15 PM   29    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:15 PM   30    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:15 PM   31    0.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
10:04:15 PM   32    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:15 PM   33    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:15 PM   34    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:15 PM   35    0.99    0.00    5.94    0.00    0.00    0.00    0.00    0.00    0.00   93.07
10:04:15 PM   36    0.00    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   95.92
10:04:15 PM   37    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:15 PM   38    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:15 PM   39    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95

10:04:15 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:04:16 PM  all    0.13    0.00    4.97    0.00    0.00    0.03    0.00    0.00    0.00   94.88
10:04:16 PM    0    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:16 PM    1    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:16 PM    2    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:04:16 PM    3    1.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:16 PM    4    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
10:04:16 PM    5    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:16 PM    6    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:16 PM    7    1.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:16 PM    8    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:16 PM    9    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:16 PM   10    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:16 PM   11    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:16 PM   12    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
10:04:16 PM   13    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
10:04:16 PM   14    0.99    0.00    4.95    0.00    0.00    0.00    0.00    0.00    0.00   94.06
10:04:16 PM   15    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:16 PM   16    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:16 PM   17    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:16 PM   18    1.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:16 PM   19    0.00    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   95.92
10:04:16 PM   20    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:16 PM   21    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:16 PM   22    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:16 PM   23    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:16 PM   24    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
10:04:16 PM   25    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
10:04:16 PM   26    0.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
10:04:16 PM   27    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
10:04:16 PM   28    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:16 PM   29    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:16 PM   30    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
10:04:16 PM   31    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:16 PM   32    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:16 PM   33    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:16 PM   34    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:16 PM   35    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:16 PM   36    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:04:16 PM   37    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
10:04:16 PM   38    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:16 PM   39    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94

10:04:16 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:04:17 PM  all    0.05    0.00    4.93    0.00    0.00    0.00    0.00    0.00    0.00   95.02
10:04:17 PM    0    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:17 PM    1    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:17 PM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:04:17 PM    3    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:17 PM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:04:17 PM    5    0.00    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   96.97
10:04:17 PM    6    0.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
10:04:17 PM    7    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   94.95
10:04:17 PM    8    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
10:04:17 PM    9    0.00    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   93.94
10:04:17 PM   10    0.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
10:04:17 PM   11    1.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
